% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ----------------
  0.00    0.000895          11        84           poll
  0.00    0.000553           4       126           prctl
  0.00    0.000065           4        18           prlimit64
  0.00    0.086441           2     41068           read
  0.00    0.000166           3        50         2 readlink
  2.80  659.302715         659   1000882           recvfrom
  0.00    0.007310         731        10           recvmsg
  0.00    0.000285           2       135           rt_sigaction
  0.00    0.001709           4       456           rt_sigprocmask
  0.00    0.000409           3       159           rt_sigreturn
  0.00    0.001147           4       263           sched_getaffinity
  0.00    0.000007           7         1           sched_setaffinity
  4.46 1049.377761          18  58033548           sched_yield
  0.00    0.000000           0         1           sendmmsg
  0.56  130.655806         131   1000174           sendto
  0.00    0.000352           3       133           set_robust_list
  0.00    0.000004           1         3           set_tid_address
  0.00    0.018089         114       159           setsockopt
  0.00    0.000000           0         1           shutdown
  0.00    0.482237        5480        88           socket
  0.00    0.000001           1         2           socketpair
  0.00    0.514731           3    163242      3097 stat
  0.00    0.000043           9         5           sysinfo
  0.00    0.000003           1         5           uname
  0.00    0.000064          21         3           unlink
  0.00    0.000573           3       191           utimes
  1.35  317.643368    18684904        17           wait4
  0.00    0.472805          32     14746           write
------ ----------- ----------- --------- --------- ----------------
100.00 23521.339843              60993889    190005 total
